,pair,port_A,port_B,time,sync_index,id,x_pos,y_pos,z_pos,x_A_raw,y_A_raw,x_B_raw,y_B_raw,x_A_undistorted,y_A_undistorted,x_B_undistorted,y_B_undistorted
1990,"(1, 2)",1,2,482.0707435,138,10,-0.109544328,-0.06678432,1.14143036,533.5839844,408.4795837,563.5899658,169.477829,533.5733133,408.4119033,563.4606051,169.9158967
1991,"(1, 2)",1,2,482.0707435,138,11,-0.137553751,-0.096444666,1.103319615,509.9841309,369.1962585,558.71521,151.2300415,509.9835601,369.1872254,558.5726649,151.9524704
1992,"(1, 2)",1,2,482.2418461,139,0,0.068304609,-0.076697747,1.095315637,703.4708252,381.8335571,643.2784424,170.339798,703.5450716,381.5879824,642.151919,171.2348836
1993,"(1, 2)",1,2,482.2418461,139,1,0.040019133,-0.109015235,1.061351488,680.9191284,341.3967285,641.5760498,150.4296265,681.0767526,341.2048518,640.3085437,151.6965272
1994,"(1, 2)",1,2,482.2418461,139,2,0.01027357,-0.138187307,1.023598377,657.5180664,300.3974915,639.5058594,130.5718842,657.7276971,300.191415,638.0894693,132.294043
1995,"(1, 2)",1,2,482.2418461,139,3,0.026651587,-0.069315992,1.129282329,659.3041992,401.1123352,619.6268311,173.9574127,659.3225545,400.9400732,618.9597986,174.6112299
1996,"(1, 2)",1,2,482.2418461,139,4,-0.004488248,-0.096989299,1.086743842,636.1517944,361.417511,616.5137939,157.2455597,636.2215203,361.3157295,615.7738257,158.1583446
1997,"(1, 2)",1,2,482.2418461,139,5,-0.031647463,-0.132188778,1.059020818,612.5809326,320.6464539,612.3029785,136.0837402,612.6823302,320.5517928,611.4652196,137.416523
1998,"(1, 2)",1,2,482.2418461,139,7,-0.047977867,-0.086737006,1.114186267,592.5996094,380.7713318,592.7749634,162.4360352,592.60794,380.7146008,592.3790395,163.100397
1999,"(1, 2)",1,2,482.2418461,139,8,-0.075327035,-0.120009079,1.081466463,569.0935059,340.8515625,590.0666504,140.6237488,569.121452,340.8240378,589.5774249,141.6949785
2000,"(1, 2)",1,2,482.2418461,139,10,-0.090822494,-0.077183953,1.143910008,550.4373779,399.8652649,569.3280029,167.4992218,550.4240856,399.8101477,569.1559699,167.9821801
